# =============================================================================
# DEFCON LANGUAGE FILE
#
# Format:
# stringId                  translation
#
#
# A hash at the start of a line indicates a comment
# StringIDs MUST be left untouched during translation
#
# =============================================================================


# =============================================================================
# Name of the language in the language
# =============================================================================

lang			Português
overlay_4_14			COMANDO DE MOBILIDADE AÉREA                   87
overlay_4_15			COMANDO AÉREO DO ALASCA                      92
overlay_4_16			COMANDO DO QUARTEL GENERAL, USAF            85
overlay_4_17			COMANDO AÉREO DO NORESTE                    75
overlay_4_18			COMANDO AÉREO DO PACÍFICO                   91
overlay_4_19			FORÇA AÉREA DO PACÍFICO                    85
overlay_4_20			COMANDO DE ARMAS ESPECIAIS                  67
overlay_4_21			COMANDO AÉREO ESTRATÉGICO                    85
overlay_4_22			COMANDO AEROTÁTICO                          91
overlay_4_23			TERCEIRA DIVISÃO AÉREA                       75
overlay_4_24			FORÇA AÉREA DOS ESTADOS UNIDOS NA EUROPA 79
overlay_4_25			COMANDO DO SUL DA FORÇA AÉREA DOS ESTADOS UNIDOS 65

overlay_5_1			-----------------------------------------------------------------
overlay_5_2			EFEITOS DA EXPOSIÇÃO À RADIAÇÃO SOBRE A FISIOLOGIA HUMANA
overlay_5_3			-----------------------------------------------------------------\n
overlay_5_4			-MENOS DE 1 SV (50-100 REM)
overlay_5_5			ENFERMIDADE POR RADIAÇÃO LEVE ACOMPANHADA DE DOR DE CABEÇA E UM MAIOR RISCO DE
overlay_5_6			INFECÇÃO DEVIDO A ALTERAÇÃO DAS CÉLULAS DO SISTEMA IMUNOLÓGICO. É POSSÍVEL QUE SE
overlay_5_7			PRODUZA UMA ESTERILIDADE TEMPORAL NO HOMEM.\n
overlay_5_8			1-2 SV (1OO-2OO REM)       (LEVE)     MORTALIDADE DE 1O% DEPOIS DE 30 DIAS
overlay_5_9			2-3 SV (2OO-3OO REM)       (MODERADA)  MORTALIDADE DE 35% DEPOIS DE 30 DIAS
overlay_5_10			3-4 SV (3OO-4OO REM)       (GRAVE)    MORTALIDADE DE 5O% DEPOIS DE 30 DIAS
overlay_5_11			4-6 SV (4OO-6OO REM)       (AGUDA)     MORTALIDADE DE 6O% DEPOIS DE 30 DIAS
overlay_5_12			1O-5O SV (1.OOO-5.OOO REM) (AGUDA)     MORTALIDADE DE 1OO% DEPOIS DE 7 DIAS\n
overlay_5_13			-5O-8O SV (5.OOO-8.OOO REM)
overlay_5_14			DESORIENTAÇÃO IMEDIATA E COMA EM SEGUNDOS OU MINUTOS.
overlay_5_15			MORTE DEVIDO AO COLAPSO DO SISTEMA NERVOSO OCORRE DEPOIS DE ALGUMAS HORAS.\n
overlay_5_16			- MAIS DE 80 SV (>8.000 REM)         MORTE IMEDIATA.      

overlay_6_1			-----------------------------------------------
overlay_6_2			-       BOMBAS NUCLEARES DOS EUA        -
overlay_6_3			-----------------------------------------------\n
overlay_6_4			MK-1      5      15-16KT           4.036 KG
overlay_6_5			MK-3    120      18-49KT          4.672 KG
overlay_6_6			MK-4    550       1-32KT   4.898-4.944 KG
overlay_6_7			MK-5    140      6-120KT     1.372-1.417 KG
overlay_6_8			MK-6   1100      8-160KT     3.447-3.855 KG
overlay_6_9			MK-7   1800       8-61KT     746-771 KG
overlay_6_10			MK-8     40      25-30KT     1.465-1.487 KG
overlay_6_11			MK-11    40      25-30KT     1.456-1.587 KG
overlay_6_12			MK-12   250      12-14KT     453-544 KG
overlay_6_13			MK-14     5        5-7MT   13.133-14.061 KG
overlay_6_14			MK-15  1500    1,6-3,9MT           3.447 KG
overlay_6_15			MK-16     5        6-8MT   17.690-19.050 KG
overlay_6_16			MK-17   200      10-15MT   18.778-19.050 KG
overlay_6_17			MK-18    90        500KT           3.900 KG
overlay_6_18			MK-21   275        4-5MT   6.803-8.028 KG
overlay_6_19			MK-24   105      10-15MT   18.778-19.050 KG
overlay_6_20			MK-28  4500   70KT-1,1MT     771-1.052 KG
overlay_6_21			MK-36   940      9-10 MT   7.937-8.028 KG
overlay_6_22			MK-39   700       3-4 MT     3.016-3.061 KG
overlay_6_23			MK-41   500        25 MT   4.762-4.839 KG
overlay_6_24			MK-43  1000     70KT-1MT     934-963 KG
overlay_6_25			MK-53   350         9 MT     4.014-4.036 KG
overlay_6_26			MK-57  3100      5-20 KT         222-231 KG
overlay_6_27			MK-61  3150    80-340 KT         315-324 KG
overlay_6_28			MK-83   650   ATÉ  1,2KT          1.088 KG

overlay_7_1			-------------------------------------------------
overlay_7_2			-  DOENÇAS POR RADIAÇÃO: SINTOMAS E SINAIS  -
overlay_7_3			-------------------------------------------------\n
overlay_7_4			NÁUSEAS E VÔMITOS
overlay_7_5			DIARREA
overlay_7_6			QUEIMADURAS CUTÂNEAS (VERMELHIDÃO, BOLHAS)
overlay_7_7			DEBILIDADE, FADIGA, CANÇASSO, DESMAIOS
overlay_7_8			DESIDRATAÇÃO
overlay_7_9			INFLAMAÇÃO NAS ÁREAS EXPOSTAS
overlay_7_10			PERDA DE CABELO
overlay_7_11			ULCERAÇÃO DA MUCOSA ORAL
overlay_7_12			ULCERAÇÃO DO ESÔFAGO
overlay_7_13			ULCERAÇÃO DO ESTÔMAGO
overlay_7_14			ULCERAÇÃO DO INTESTINO
overlay_7_15			VÔMITOS DE SANGUE
overlay_7_16			SANGUE NAS FEZES
overlay_7_17			SANGRAMENTO DO NARIZ, BOCA, GENGIVAS E RETO
overlay_7_18			NÓDULOS ESCUROS
overlay_7_19			PERDA DE PELE
overlay_7_20			FERIDAS NA PELE

overlay_8_1			----------------------------------------------------------------------
overlay_8_2			-ISÓTOPO     AN        MEIA-VIDA (ANOS)         MD     ED(MEV)  PD
overlay_8_3			----------------------------------------------------------------------\n
overlay_8_4			PU-238   SINTÉTICO                 88          FE       -        -
overlay_8_5			PU-239   SINTÉTICO             24.110          FE       -        -
overlay_8_6			U-232    SINTÉTICO               68,9        a + FE    5,414   TH-228
overlay_8_7			U-233    SINTÉTICO            159.200        FE + a    4,909   TH-229
overlay_8_8			U-234      0.0058%            245.500        FE + a    4,859   TH-230
overlay_8_9			U-235        0.72%        703.800.000        FE + a    4,679   TH-231
overlay_8_10			U-236    SINTÉTICO         23.420.000        FE + a    4,572   TH-232
overlay_8_11			U-238      99.275%      4.468.000.000        FE + a    4,270   TH-234

overlay_9_1			SAUDAÇÕES PROFESSOR FALKEN\nQUE TAL UM BOM JOGO DE XADREZ?

overlay_10_1			---------------------------------------------------
overlay_10_2			-       ALVOS ESTRATÉGICOS MUNDIAIS          -
overlay_10_3			---------------------------------------------------\n
overlay_10_4			Norad           38 44' 39.68" N     104 50' 48.18" O
overlay_10_5			Keflavik        63 59' 07.71" N      22 36' 20.06" O
overlay_10_6			Bruselas        50 50' 54.79" N       4 21' 36.66" E
overlay_10_7			Nápoles         40 51' 14.64" N      14 17' 21.84" E
overlay_10_8			Mons (Bélgica)  50 26' 32.55" N       3 57' 28.44" E
overlay_10_9			Norfolk         36 56' 59.84" N      76 19' 48.57" O
overlay_10_10			Pearl Harbour   21 21' 48.77" N     157 57' 39.31" O
overlay_10_11			Ramstein        49 26' 13.33" N       7 35' 54.11" E
overlay_10_12			Kadena (Okinawa)26 21' 28.86" N     127 46' 13.53" E
overlay_10_13			Rota (Espanha)   36 38' 15.33" N         21' 11.90" O
overlay_10_14			Vladivostok     43 06' 41.86" N     131 53' 23.22" E
overlay_10_15			Sebastopol      44 36' 56.88" N      33 34' 46.83" E
overlay_10_16			Leningrado      59 57' 39.60" N      30 18' 41.85" E
overlay_10_17			Murmansk        68 58' 14.59" N      33 01' 11.20" E
overlay_10_18			Tatishchevo     51 40' 37.79" N      45 36' 46.89" E
overlay_10_19			Barnaul         53 19' 39.80" N      83 45' 35.86" E

overlay_11_1			---------------------------------------------------
overlay_11_2			-       DETONAÇÕES NUCLEARES SIGNIFICATIVAS       -
overlay_11_3			---------------------------------------------------
overlay_11_4			-DATA        NOME       POTÊNCIA (KT)  PAÍS\n
overlay_11_5			16 JUL 1945   TRINITY         19          EE.UU.
overlay_11_6			6 AGO 1945    LITTLE BOY      15          EE.UU.
overlay_11_7			9 AGO 1945    FAT MAN         21          EE.UU.
overlay_11_8			29 AGO 1949   JOE 1           22          URSS
overlay_11_9			3 OCT 1952    HURRICANE       25          RU
overlay_11_10			1 NOV 1952    IVY MIKE        10.200      EE.UU.
overlay_11_11			12 AGO 1953   JOE 4           400         URSS
overlay_11_12			1 MAR 1954    CASTLE BRAVO    15.000      EE.UU.
overlay_11_13			22 NOV 1955   RDS-37          1.600       URSS
overlay_11_14			8 NOV 1957    GRAPPLE X       1.800       RU
overlay_11_15			13 FEB 1960   GERBOISE BLEUE  60          FRANÇA
overlay_11_16			31 OCT 1961   TSAR BOMBA      50.000      URSS
overlay_11_17			16 OCT 1964   596             22          CHINA
overlay_11_18			17 JUN 1967   TEST Nº 6       3.300       CHINA
overlay_11_19			24 AGO 1968   CANOPUS         2.600       FRANÇA
overlay_11_20			18 MAY 1974   SMILING BUDDHA  12          ÍNDIA
overlay_11_21			11 MAY 1998   SHAKTI I        43          ÍNDIA
overlay_11_22			13 MAY 1998   SHAKTI II       12          ÍNDIA
overlay_11_23			28 MAY 1998   CHAGAI-I        9           PAQUISTÃO

overlay_12_1			-----------------------------------------
overlay_12_2			-       BETA TESTERS (PÁGINA 1 DE 2)
overlay_12_3			-----------------------------------------\n
overlay_12_4			ASHLEY 'NEOTHERMIC' PINNER
overlay_12_5			ALESSANDRO 'FIRESHIP4' PEDRINA MCCARTHY
overlay_12_6			BILL 'BIPP5' RASTELLO
overlay_12_7			BRODY 'LEONAKEN' BROOKS
overlay_12_8			CHARLES BROWN
overlay_12_9			CHRIS BROWN
overlay_12_10			CHRIS 'SUVIR' BOYD
overlay_12_11			CHRISTOPH KOEHLER
overlay_12_12			CORPORATESPECTRE
overlay_12_13			DAMJAN 'VIRUSEX' BELAVIC
overlay_12_14			DANIEL 'DK' KARLING
overlay_12_15			DEREK 'PUNISHER BASS' SCHOTT
overlay_12_16			FURRIES
overlay_12_17			HENNING HORN
overlay_12_18			HEWAT KENNEDY
overlay_12_19			JASON 'JAYSC' TIEN
overlay_12_20			JENS WIECHERS
overlay_12_21			JO STANSFIELD
overlay_12_22			JOHAN 'ZARKOW' MUNKESTAM
overlay_12_23			JOSHUA 'MIAH' CLAYTON
overlay_12_24			JUSTIN 'ATELOPHOBIA' GOTTULA
overlay_12_25			JØRGEN 'DIRTY HARRY POTTER' BERTHELSEN
overlay_12_26			KASPER 'AAARGH' MEERTS
overlay_12_27			LEANDER 'ELDIABLO' HAMBLEY
overlay_12_28			LUKE HOSCHKE
overlay_12_29			MARIUSZ 'MANDI^ATO' DANILEWICZ

overlay_13_1			-----------------------------------------
overlay_13_2			-       BETA TESTERS (PÁGINA 2 DE 2)
overlay_13_3			-----------------------------------------\n
overlay_13_4			MARK 'LLAMABOY' VINE
overlay_13_5			MICHAEL NICHOLLS
overlay_13_6			MORTEN 'NUTTER' PEDERSEN
overlay_13_7			MR. VIOLATOR
overlay_13_8			NEIL ROSS
overlay_13_9			NIGEL 'MOUSE' MORSE
overlay_13_10			OLIVER 'AGENTX 24' GRUBIN
overlay_13_11			PHYDAUX
overlay_13_12			PIOTR 'THEPIACHU' PIASECKI
overlay_13_13			PITBEAST
overlay_13_14			PROZAK
overlay_13_15			RICHARD 'FALSE' LA CHARITÉ III
overlay_13_16			SAM 'MAS' NORRIS
overlay_13_17			SHAWN 'TRICKFRED' MACIVER
overlay_13_18			SIMON 'N3O77' SPARKS
overlay_13_19			STEVEN NOONAN
overlay_13_20			SWIL232
overlay_13_21			THE GOLDFISH
overlay_13_22			THIERRY 'BOLKA' MARTIN
overlay_13_23			TIM BAVERSTOCK
overlay_13_24			TOBY 'THE TUBSTAR' INNOCENT
overlay_13_25			TOUMAZ
overlay_13_26			VIRGINIJUS 'LEGIO' PAMPIKAS
overlay_13_27			WILL 'MIZER' NEW
overlay_13_28			WOLFLORD
overlay_13_29			ZACHARY 'XYZYXX' PARKER

overlay_14_1			-----------------------------------------
overlay_14_2			 - BETA TESTERS DA VERSÃO PARA MAC
overlay_14_3			-----------------------------------------\n
overlay_14_4            ALASTAIR ‘PROPHILE’ LYNN
overlay_14_5            ALEC ‘HAMSTER’ INGULSRUD
overlay_14_6            ANDREW ‘ANDCARNE’ CARNE
overlay_14_7            BOLKO ‘KRAUTI’ MAASS
overlay_14_8            BRIAN DICK
overlay_14_9            BRYCE ‘ZOMBAT’ HOMICK
overlay_14_10           CIARÁN ‘MONTYPHY’ EATON
overlay_14_11           DOMINIC ‘REFRIDGERON’ WHITE
overlay_14_12           JACK ‘DASH RANTIC’ CARLSON
overlay_14_13           JAMES ‘CONSUL BOB’ GOOCH
overlay_14_14           JAMES ‘LASTOF’ TITMUSS
overlay_14_15           JONAS ‘FREQ245’ MIRWALD
overlay_14_16           KIRK ‘KAUTHOR’ STALEY
overlay_14_17           MARK ‘MRXAK’ PETCAVAGE
overlay_14_18           MIKE ASH
overlay_14_19           NATHANIEL ‘MACKILROY’ PORTER
overlay_14_20           NICK ‘NFREADER’ FARLEY
overlay_14_21           OWEN ‘MR ED209’ BILLCLIFFE
overlay_14_22           PER ‘PV2B’ VON ZWEIGBERGK
overlay_14_23           SOLRA BIZNA
overlay_14_24           XANDER HENDERSON

overlay_15_1			----------------------------------------
overlay_15_2			 VERSÃO PARA MAC POR AMBROSIA SOFTWARE
overlay_15_3			----------------------------------------\n
overlay_15_4			MIKE BLAGUSZEWSKI              ADAPTAÇÃO
overlay_15_5			MARCUS CONGE           ÍCONE DO PROGRAMA
overlay_15_6			DAVID DUNHAM                      TESTES
overlay_15_7			EVAN 'SULTAN' SMITH               TESTES
overlay_15_8			 -PORTABILIDADE ADICIONAL POR
overlay_15_9			JOSHUA 'MIAH' CLAYTON
overlay_15_10			STEVEN NOONAN
overlay_15_11           ----------------------------------------
overlay_15_12           -          VERSÃO PARA LINUX
overlay_15_13           ----------------------------------------\n
overlay_15_14           STEVEN NOONAN
overlay_15_15           JOHN KNOTTENBELT
overlay_15_16           JOSHUA ‘MIAH’ CLAYTON\n\n
overlay_15_17           ----------------------------------------\n
overlay_15_18           As tradução foi proporcionada por Altieres Lima da Silva.
